X,Y,OBJECTID,Block,GroupStatus,DateUpdate,ID_PropertyStatus,ID_Demo_RFA,ID_Decision,CorePhase,ProjectedFiscalYear,ProjectedQuarter,DateStarted,Deconstruction,ReleasedToContractor,DateDemoFinished,Address,Lot,Neighborhood,SimplifiedStatus,Council_District,HousingMarketTypology2017,OBJECTID_1,BLOCKLOT
1426607.5273778,599389.102654397,1203,1102,Final/Full Demo Complete,2015/05/05 09:14:00+00,,834,47,,,,2015/11/23 00:00:00+00,,2016/05/02 00:00:00+00,2016/04/08 00:00:00+00,1625 E NORTH AVE,067,Oliver,Demo Complete,12,I,29631,1102 067
1426592.66848364,599387.820176646,1204,1102,Final/Full Demo Complete,2015/05/05 09:11:00+00,,834,47,,,,2015/11/23 00:00:00+00,,2016/05/02 00:00:00+00,2016/04/08 00:00:00+00,1623 E NORTH AVE,068,Oliver,Demo Complete,12,I,29632,1102 068
1426577.54712281,599387.553772971,1205,1102,Final/Full Demo Complete,2015/05/05 09:09:00+00,,834,47,,,,2015/11/23 00:00:00+00,,2016/05/02 00:00:00+00,2016/04/08 00:00:00+00,1621 E NORTH AVE,069,Oliver,Demo Complete,12,I,29633,1102 069
1426562.49761222,599386.27687265,1206,1102,Final/Full Demo Complete,2015/05/05 09:04:00+00,,834,47,,,,2015/11/23 00:00:00+00,,2016/05/02 00:00:00+00,2016/04/08 00:00:00+00,1619 E NORTH AVE,070,Oliver,Demo Complete,12,I,29634,1102 070
1426547.93760197,599385.37169072,1207,1102,Final/Full Demo Complete,2015/05/05 09:01:00+00,,834,47,,,,2015/11/23 00:00:00+00,,2016/05/02 00:00:00+00,2016/04/08 00:00:00+00,1617 E NORTH AVE,071,Oliver,Demo Complete,12,I,29635,1102 071
1426532.94747446,599384.450104639,1208,1102,Final/Full Demo Complete,2015/05/05 08:58:00+00,,834,47,,,,2015/11/23 00:00:00+00,,2016/05/02 00:00:00+00,2016/04/08 00:00:00+00,1615 E NORTH AVE,072,Oliver,Demo Complete,12,I,29636,1102 072
1426515.51935972,599383.8900664,1209,1102,Final/Full Demo Complete,2015/11/23 13:02:00+00,,834,47,,,,2015/11/23 00:00:00+00,,2016/05/02 00:00:00+00,2016/04/08 00:00:00+00,1613 E NORTH AVE,073,Oliver,Demo Complete,12,I,29639,1102 073
1429501.25223339,593345.230555817,1210,1688,Final/Full Demo Complete,2015/04/06 12:15:00+00,,846,47,,,,2015/09/24 00:00:00+00,,,2015/10/30 00:00:00+00, ,075,CARE,Demo Complete,13,E,29871,1688 075
1416406.71182147,593983.315237641,1211,0430,Final/Full Demo Complete,,,6073,47,,,,2022/05/09 00:00:00+00,,2022/04/25 00:00:00+00,2022/06/14 00:00:00+00,848 HARLEM AVE,029,Upton,Demo Complete,11,G,29956,0430 029
1416406.71182147,593983.315237641,1212,0430,Final/Full Demo Complete,2016/12/11 10:56:00+00,,2322,90,,,,2016/12/08 00:00:00+00,,2017/05/25 00:00:00+00,2017/07/27 00:00:00+00,848 HARLEM AVE,029,Upton,Demo Complete,11,G,29956,0430 029
1423404.76672298,595639.590796471,1213,1181,Final/Full Demo Complete,2018/03/21 12:31:00+00,,1915,90,,FY19,Q3,2019/03/25 00:00:00+00,,2019/08/07 00:00:00+00,2019/06/07 00:00:00+00,626 E EAGER ST,014,Johnston Square,Demo Complete,12,J,30180,1181 014
1423486.54772739,596014.450939149,1214,1182,Final/Full Demo Complete,2016/09/20 08:33:00+00,,1557,47,,,,2017/06/21 00:00:00+00,,2017/01/25 00:00:00+00,2017/08/11 00:00:00+00,701 E CHASE ST,024,Johnston Square,Demo Complete,12,H,30238,1182 024
1423498.31870122,596009.369584471,1215,1182,Final/Full Demo Complete,2016/09/20 08:33:00+00,,1557,47,,,,2017/06/21 00:00:00+00,,2017/01/25 00:00:00+00,2017/08/11 00:00:00+00,703 E CHASE ST,025,Johnston Square,Demo Complete,12,H,30239,1182 025
1423896.35793139,596023.034255311,1216,1183,Final/Full Demo Complete,,,4913,90,,,,2021/08/05 00:00:00+00,,2021/08/12 00:00:00+00,2021/09/08 00:00:00+00,821 E CHASE ST,023,Johnston Square,Demo Complete,12,H,30279,1183 023
1411621.72106339,589335.113247976,1217,0258,Final/Full Demo Complete,,,9235,90,,,,2024/11/25 00:00:00+00,,2024/11/25 00:00:00+00,2025/01/24 00:00:00+00,2010 MCHENRY ST,037,Carrollton Ridge,Demo Complete,9,J,30556,0258 037
1413541.56892972,598351.989899233,1218,0294,Final/Full Demo Complete,2016/12/11 18:15:00+00,,2436,90,,,,2016/12/14 00:00:00+00,,2017/06/02 00:00:00+00,2017/09/15 00:00:00+00,604 CUMBERLAND ST,067,Penn North,Demo Complete,7,J,30778,0294 067
1413551.31858213,598361.236927971,1219,0294,Final/Full Demo Complete,2018/04/05 11:35:00+00,,2436,90,,,,2016/12/14 00:00:00+00,,2017/06/02 00:00:00+00,2017/09/15 00:00:00+00,602 CUMBERLAND ST,068,Penn North,Demo Complete,7,J,30779,0294 068
1413505.62576014,598377.352381304,1220,0294,Final/Full Demo Complete,2016/12/11 18:12:00+00,,2426,90,,,,2016/12/14 00:00:00+00,,2017/07/15 00:00:00+00,2017/08/04 00:00:00+00,2406 N STOCKTON ST,069,Penn North,Demo Complete,7,J,30780,0294 069
1413497.42794189,598385.350396812,1221,0294,Final/Full Demo Complete,2022/09/29 11:20:00+00,,4762,124,5,FY22,Q4,2022/07/08 00:00:00+00,,2022/04/27 00:00:00+00,2022/09/22 00:00:00+00,2408 N STOCKTON ST,070,Penn North,Demo Complete,7,J,30781,0294 070
1413488.15433839,598393.848739401,1222,0294,Final/Full Demo Complete,2021/04/23 13:08:00+00,,4762,124,5,FY22,Q4,2022/07/08 00:00:00+00,,2022/04/27 00:00:00+00,2022/09/22 00:00:00+00,2410 N STOCKTON ST,071,Penn North,Demo Complete,7,J,30782,0294 071
1413480.02344914,598403.707643554,1223,0294,Final/Full Demo Complete,2022/01/11 09:14:00+00,126,4762,124,5,FY22,Q4,2022/07/08 00:00:00+00,,2022/04/27 00:00:00+00,2022/09/22 00:00:00+00,2412 N STOCKTON ST,072,Penn North,Demo Complete,7,J,30783,0294 072
1413472.66618039,598412.854278803,1224,0294,Final/Full Demo Complete,2022/01/25 09:16:00+00,131,4762,124,5,FY22,Q4,2022/07/08 00:00:00+00,,2022/04/27 00:00:00+00,2022/09/22 00:00:00+00,2414 N STOCKTON ST,073,Penn North,Demo Complete,7,J,30785,0294 073
1413463.20097622,598420.204985887,1225,0294,Final/Full Demo Complete,2021/04/23 13:43:00+00,,4762,124,5,FY22,Q4,2022/07/08 00:00:00+00,,2022/04/27 00:00:00+00,2022/09/22 00:00:00+00,2416 N STOCKTON ST,074,Penn North,Demo Complete,7,J,30786,0294 074
1413455.02185872,598430.044533148,1226,0294,Final/Full Demo Complete,2019/05/07 11:01:00+00,,2780,47,NA,FY18,Q3,2018/03/27 00:00:00+00,,2018/03/22 00:00:00+00,2018/04/23 00:00:00+00,2418 N STOCKTON ST,075,Penn North,Demo Complete,7,J,30787,0294 075
1413446.77056289,598438.733492151,1227,0294,Final/Full Demo Complete,2019/05/07 11:08:00+00,,2780,47,NA,FY18,Q3,2018/03/27 00:00:00+00,,2018/03/22 00:00:00+00,2018/04/23 00:00:00+00,2420 N STOCKTON ST,076,Penn North,Demo Complete,7,J,30788,0294 076
1413438.75942406,598447.181966066,1228,0294,Final/Full Demo Complete,2019/05/07 11:08:00+00,,2780,47,NA,FY18,Q3,2018/03/27 00:00:00+00,,2018/03/22 00:00:00+00,2018/04/23 00:00:00+00,2422 N STOCKTON ST,077,Penn North,Demo Complete,7,J,30789,0294 077
1413430.0458588,598456.353535637,1229,0294,Final/Full Demo Complete,2019/05/07 11:19:00+00,,2780,47,NA,FY18,Q3,2018/03/27 00:00:00+00,,2018/03/22 00:00:00+00,2018/04/23 00:00:00+00,2424 N STOCKTON ST,078,Penn North,Demo Complete,7,J,30790,0294 078
1413421.58787046,598465.26526323,1230,0294,Final/Full Demo Complete,2019/05/07 11:20:00+00,,2780,47,NA,FY18,Q3,2018/03/27 00:00:00+00,,2018/03/22 00:00:00+00,2018/04/23 00:00:00+00,2426 N STOCKTON ST,079,Penn North,Demo Complete,7,J,30791,0294 079
1413414.41760921,598472.82988064,1231,0294,Final/Full Demo Complete,2019/05/07 11:26:00+00,,2780,47,NA,FY18,Q3,2018/03/27 00:00:00+00,,2018/03/22 00:00:00+00,2018/04/23 00:00:00+00,2428 N STOCKTON ST,080,Penn North,Demo Complete,7,J,30792,0294 080
1413406.38908197,598479.941086888,1232,0294,Final/Full Demo Complete,2019/05/07 11:27:00+00,,2780,47,NA,FY18,Q3,2018/03/27 00:00:00+00,,2018/03/22 00:00:00+00,2018/04/23 00:00:00+00,2430 N STOCKTON ST,081,Penn North,Demo Complete,7,J,30793,0294 081
1413543.86846581,598450.125529721,1233,0294,Final/Full Demo Complete,2020/11/13 09:37:00+00,,4508,124,,FY22,Q1,2021/08/03 00:00:00+00,,2021/06/15 00:00:00+00,2021/08/12 00:00:00+00,2409 N STOCKTON ST,083,Penn North,Demo Complete,7,J,30795,0294 083
1413535.72248472,598458.827612057,1234,0294,Final/Full Demo Complete,2020/11/13 09:41:00+00,,4508,124,,FY22,Q1,2021/08/03 00:00:00+00,,2021/06/15 00:00:00+00,2021/08/12 00:00:00+00,2411 N STOCKTON ST,084,Penn North,Demo Complete,7,J,30796,0294 084
1413528.20511131,598466.860076308,1235,0294,Final/Full Demo Complete,,,4907,90,,,,2021/08/03 00:00:00+00,,2021/08/12 00:00:00+00,2021/08/19 00:00:00+00,2413 N STOCKTON ST,085,Penn North,Demo Complete,7,J,30799,0294 085
1411883.90656264,589746.789589971,1236,0242,Final/Full Demo Complete,2018/02/03 10:20:00+00,,3115,47,4,FY19,Q1,2018/10/26 00:00:00+00,,2018/05/21 00:00:00+00,2019/05/30 00:00:00+00,125 S PAYSON ST,031,Carrollton Ridge,Demo Complete,9,J,30931,0242 031
1411883.34947714,589758.631429806,1237,0242,Final/Full Demo Complete,2018/02/03 10:19:00+00,,3115,47,4,FY19,Q1,2018/10/26 00:00:00+00,,2018/05/21 00:00:00+00,2019/05/30 00:00:00+00,123 S PAYSON ST,032,Carrollton Ridge,Demo Complete,9,J,30932,0242 032
1411882.79271972,589770.688164234,1238,0242,Final/Full Demo Complete,2018/02/03 10:18:00+00,,3115,47,4,FY19,Q1,2018/10/26 00:00:00+00,,2018/05/21 00:00:00+00,2019/05/30 00:00:00+00,121 S PAYSON ST,033,Carrollton Ridge,Demo Complete,9,J,30933,0242 033
1412243.12500431,589947.150737807,1239,0242,Final/Full Demo Complete,2018/02/22 12:34:00+00,,3231,47,4,FY19,Q1,2019/04/01 00:00:00+00,,2018/07/12 00:00:00+00,2019/06/18 00:00:00+00,102 S MONROE ST,065,Carrollton Ridge,Demo Complete,9,J,30965,0242 065
1412243.72080363,589935.073006064,1240,0242,Final/Full Demo Complete,2018/02/22 12:37:00+00,,3231,47,4,FY19,Q1,2019/04/01 00:00:00+00,,2018/07/12 00:00:00+00,2019/06/18 00:00:00+00,104 S MONROE ST,066,Carrollton Ridge,Demo Complete,9,J,30966,0242 066
1412244.33071056,589922.94048439,1241,0242,Final/Full Demo Complete,2018/02/22 12:38:00+00,,3231,47,4,FY19,Q1,2019/04/01 00:00:00+00,,2018/07/12 00:00:00+00,2019/06/18 00:00:00+00,106 S MONROE ST,067,Carrollton Ridge,Demo Complete,9,J,30967,0242 067
1412244.93700856,589910.795495555,1242,0242,Final/Full Demo Complete,2018/02/22 12:40:00+00,,3231,47,4,FY19,Q1,2019/04/01 00:00:00+00,,2018/07/12 00:00:00+00,2019/06/18 00:00:00+00,108 S MONROE ST,068,Carrollton Ridge,Demo Complete,9,J,30968,0242 068
1412245.54658739,589898.582593471,1243,0242,Final/Full Demo Complete,2018/02/22 12:41:00+00,,3231,47,4,FY19,Q1,2019/04/01 00:00:00+00,,2018/07/12 00:00:00+00,2019/06/18 00:00:00+00,110 S MONROE ST,069,Carrollton Ridge,Demo Complete,9,J,30969,0242 069
1429080.18549022,593923.372116059,1244,1652,Final/Full Demo Complete,2014/11/26 10:41:00+00,,548,47,,,,2014/09/16 00:00:00+00,,2014/09/16 00:00:00+00,2014/10/23 00:00:00+00,507 N CHESTER ST,057,CARE,Demo Complete,13,I,31006,1652 057
1429081.55983131,593896.473547816,1245,1652,Final/Full Demo Complete,2015/08/27 09:05:00+00,,548,47,,,,2014/09/16 00:00:00+00,,2014/09/16 00:00:00+00,2014/10/23 00:00:00+00,503 N CHESTER ST,058,CARE,Demo Complete,13,I,31007,1652 058
1429389.27870405,594147.412022308,1246,1653,Final/Full Demo Complete,2017/06/23 11:34:00+00,,1416,47,,,,2013/09/11 00:00:00+00,,,2013/12/05 00:00:00+00,523 N COLLINGTON AVE,060,CARE,Demo Complete,13,I,31090,1653 060
1429402.86889997,594136.811649814,1247,1653,Final/Full Demo Complete,2017/06/23 11:57:00+00,,1416,47,,,,2013/09/11 00:00:00+00,,,2013/12/05 00:00:00+00,521 N COLLINGTON AVE,061,CARE,Demo Complete,13,I,31091,1653 061
1429403.40794089,594122.544617981,1248,1653,Final/Full Demo Complete,2017/06/23 11:59:00+00,,1416,47,,,,2013/09/11 00:00:00+00,,,2013/12/05 00:00:00+00,519 N COLLINGTON AVE,062,CARE,Demo Complete,13,I,31092,1653 062
1429404.09986864,594108.649960726,1249,1653,Final/Full Demo Complete,2017/06/23 12:00:00+00,,1416,47,,,,2013/09/11 00:00:00+00,,,2013/12/05 00:00:00+00,517 N COLLINGTON AVE,063,CARE,Demo Complete,13,I,31093,1653 063
1412079.43766764,589849.073506147,1250,0242,Final/Full Demo Complete,,,4842,90,,,,2021/06/08 00:00:00+00,,2021/06/15 00:00:00+00,2021/10/06 00:00:00+00,1920 LEMMON ST,106,Carrollton Ridge,Demo Complete,9,J,31131,0242 106
1412427.27588272,589713.837556139,1251,0243,Final/Full Demo Complete,2018/01/02 13:35:00+00,,1706,47,NA,FY19,Q2,2018/12/11 00:00:00+00,N,2018/03/06 00:00:00+00,2019/03/15 00:00:00+00,1840 W PRATT ST,037,Carrollton Ridge,Demo Complete,9,I,31176,0243 037
1412440.0635868,589714.627580807,1252,0243,Final/Full Demo Complete,2018/01/02 13:35:00+00,,1706,47,NA,FY19,Q2,2018/12/11 00:00:00+00,N,2018/03/06 00:00:00+00,2019/03/15 00:00:00+00,1838 W PRATT ST,038,Carrollton Ridge,Demo Complete,9,I,31177,0243 038
1412452.24532098,589715.374954641,1253,0243,Final/Full Demo Complete,2018/01/02 13:34:00+00,,1706,47,NA,FY19,Q2,2018/12/11 00:00:00+00,N,2018/03/06 00:00:00+00,2019/03/15 00:00:00+00,1836 W PRATT ST,039,Carrollton Ridge,Demo Complete,9,I,31178,0243 039
1412497.63105696,589718.496995643,1254,0243,Final/Full Demo Complete,,,3739,90,,FY19,Q3,2019/02/09 00:00:00+00,,2019/05/22 00:00:00+00,2019/04/26 00:00:00+00,1830 W PRATT ST,042,Carrollton Ridge,Demo Complete,9,I,31181,0243 042
1412714.77563581,589922.316141814,1255,0243,Final/Full Demo Complete,2017/12/15 08:07:00+00,,3060,90,,FY18,Q2,2017/12/14 00:00:00+00,,2017/12/14 00:00:00+00,2018/04/02 00:00:00+00,106 S FULTON AVE,063,Carrollton Ridge,Demo Complete,9,I,31201,0243 063
1412722.72870389,589937.199970305,1256,0243,Final/Full Demo Complete,2017/12/15 08:07:00+00,,3060,90,,FY18,Q2,2017/12/14 00:00:00+00,,2017/12/14 00:00:00+00,2018/04/02 00:00:00+00,104 S FULTON AVE,064,Carrollton Ridge,Demo Complete,9,I,31202,0243 064
1412570.39501905,589852.476386473,1257,0243,Final/Full Demo Complete,2017/04/03 23:33:00+00,,2744,90,,,,2017/03/30 00:00:00+00,,2017/07/21 00:00:00+00,2017/07/10 00:00:00+00,1819 LEMMON ST,080,Carrollton Ridge,Demo Complete,9,I,31215,0243 080
1412582.81133281,589853.111227721,1258,0243,Final/Full Demo Complete,2017/04/03 23:33:00+00,,2744,90,,,,2017/03/30 00:00:00+00,,2017/07/21 00:00:00+00,2017/07/10 00:00:00+00,1817 LEMMON ST,081,Carrollton Ridge,Demo Complete,9,I,31216,0243 081
1412989.1333548,589031.449157149,1259,0276,Final/Full Demo Complete,,,4330,90,,,,2020/04/23 00:00:00+00,,2020/08/31 00:00:00+00,2020/06/22 00:00:00+00,336 S BRUCE ST,083,Mount Clare,Demo Complete,9,J,31233,0276 083
1412983.31512497,589149.834419057,1260,0276,Final/Full Demo Complete,,,4696,90,,,,2021/03/25 00:00:00+00,,2021/03/29 00:00:00+00,2021/05/06 00:00:00+00,316 S BRUCE ST,093,Mount Clare,Demo Complete,9,J,31243,0276 093
1413736.68336889,588608.160961732,1261,0708,Final/Full Demo Complete,2016/12/13 16:07:00+00,,2437,90,,,,2016/12/13 00:00:00+00,,2017/05/15 00:00:00+00,2017/03/06 00:00:00+00,441 S GILMOR ST,045,Mount Clare,Demo Complete,9,I,31275,0708 045
1413806.74687706,588790.733103141,1262,0708,Final/Full Demo Complete,2016/02/25 08:07:00+00,,178,47,,,,2016/02/24 00:00:00+00,,2016/01/26 00:00:00+00,2016/06/02 00:00:00+00,412 S PARRISH ST,069,Mount Clare,Demo Complete,9,I,31302,0708 069
1416884.03632614,594200.81939581,1263,0431,Final/Full Demo Complete,,,8463,90,,,,2023/01/27 00:00:00+00,,2023/02/03 00:00:00+00,2023/03/23 00:00:00+00,1115 MYRTLE AVE,070,Upton,Demo Complete,11,G,31650,0431 070
1414494.0102663,590928.444378898,1264,0198,Final/Full Demo Complete,2017/07/12 13:28:00+00,,2877,90,,,,2017/07/11 00:00:00+00,,2017/08/23 00:00:00+00,2017/07/24 00:00:00+00,1318 W BALTIMORE ST,021,Franklin Square,Demo Complete,9,F,31916,0198 021
1414513.40064748,590929.530334726,1265,0198,Final/Full Demo Complete,2017/07/12 13:28:00+00,,2877,90,,,,2017/07/11 00:00:00+00,,2017/08/23 00:00:00+00,2017/07/24 00:00:00+00,1316 W BALTIMORE ST,022,Franklin Square,Demo Complete,9,F,31917,0198 022
1410860.72717856,590341.721799061,1266,0204,Final/Full Demo Complete,2018/02/03 10:27:00+00,,3117,47,4,FY19,Q1,2019/03/18 00:00:00+00,,2018/07/12 00:00:00+00,2019/10/16 00:00:00+00,2162 HOLLINS ST,052,Boyd-Booth,Demo Complete,9,J,31928,0204 052
1414996.35506214,591246.628453806,1267,0199,Final/Full Demo Complete,2019/09/10 11:50:00+00,,3272,47,,FY20,Q2,2019/12/03 00:00:00+00,,2019/10/30 00:00:00+00,2020/01/27 00:00:00+00,1211 W FAYETTE ST,017,Poppleton,Demo Complete,9,I,31939,0199 017
1415015.87733281,591247.122875392,1268,0199,Final/Full Demo Complete,2019/09/10 11:50:00+00,,3272,47,,FY20,Q2,2019/12/03 00:00:00+00,,2019/10/30 00:00:00+00,2020/01/27 00:00:00+00,1209 W FAYETTE ST,018,Poppleton,Demo Complete,9,I,31940,0199 018
1415035.16338347,591247.968018055,1269,0199,Final/Full Demo Complete,2019/09/10 11:50:00+00,131,3272,47,,FY20,Q2,2019/12/03 00:00:00+00,,2019/10/30 00:00:00+00,2020/01/27 00:00:00+00,1207 W FAYETTE ST,019,Poppleton,Demo Complete,9,I,31941,0199 019
1414983.12903872,591153.299244151,1270,0199,Final/Full Demo Complete,2019/10/16 16:03:00+00,,3273,47,,FY21,Q4,2021/09/10 00:00:00+00,,2020/12/21 00:00:00+00,2022/02/25 00:00:00+00,1210 W FAIRMOUNT AVE,046,Poppleton,Demo Complete,9,I,31961,0199 046
1410832.59140806,590340.260187805,1271,0204,Final/Full Demo Complete,2018/02/03 10:29:00+00,,3117,47,4,FY19,Q1,2019/03/18 00:00:00+00,,2018/07/12 00:00:00+00,2019/10/16 00:00:00+00,2166 HOLLINS ST,054,Boyd-Booth,Demo Complete,9,J,31963,0204 054
1410818.59242031,590339.477380976,1272,0204,Final/Full Demo Complete,2018/02/03 10:31:00+00,,3117,47,4,FY19,Q1,2019/03/18 00:00:00+00,,2018/07/12 00:00:00+00,2019/10/16 00:00:00+00,2168 HOLLINS ST,055,Boyd-Booth,Demo Complete,9,J,31964,0204 055
1410776.14827947,590336.546284482,1273,0204,Final/Full Demo Complete,2018/02/03 10:50:00+00,,3117,47,4,FY19,Q1,2019/03/18 00:00:00+00,,2018/07/12 00:00:00+00,2019/10/16 00:00:00+00,2174 HOLLINS ST,058,Boyd-Booth,Demo Complete,9,J,31982,0204 058
1415648.73105396,591290.567342311,1274,0200,Final/Full Demo Complete,2016/12/22 11:46:00+00,,2490,90,,,,2016/12/22 00:00:00+00,,2017/06/20 00:00:00+00,2017/08/04 00:00:00+00,1043 W FAYETTE ST,022,Poppleton,Demo Complete,9,G,31989,0200 022
1415344.75889289,591258.55789189,1275,0200,Final/Full Demo Complete,2019/09/09 09:26:00+00,131,3245,90,,FY20,Q3,2019/09/10 00:00:00+00,Y,,2019/10/07 00:00:00+00,1077 W FAYETTE ST,038,Poppleton,Demo Complete,9,G,31991,0200 038
1415329.32486863,591257.803300232,1276,0200,Final/Full Demo Complete,2019/09/09 09:27:00+00,131,3245,90,,FY20,Q3,2019/09/10 00:00:00+00,Y,,2019/10/07 00:00:00+00,1079 W FAYETTE ST,039,Poppleton,Demo Complete,9,G,31992,0200 039
1416463.26879497,594910.068305388,1277,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1308 ARGYLE AVE,005,Upton,Demo Complete,11,G,32134,0393 005
1416469.51812631,594939.938324392,1278,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1310 ARGYLE AVE,006,Upton,Demo Complete,11,G,32139,0393 006
1416458.73730797,594951.284758389,1279,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1312 ARGYLE AVE,007,Upton,Demo Complete,11,G,32140,0393 007
1416448.17204039,594962.375287399,1280,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1314 ARGYLE AVE,008,Upton,Demo Complete,11,G,32141,0393 008
1416436.98538297,594976.568172395,1281,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1316 ARGYLE AVE,009,Upton,Demo Complete,11,G,32142,0393 009
1416428.14288098,594985.869334891,1282,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1318 ARGYLE AVE,010,Upton,Demo Complete,11,G,32143,0393 010
1416419.6953913,594994.740380138,1283,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1320 ARGYLE AVE,011,Upton,Demo Complete,11,G,32144,0393 011
1416411.29317714,595003.614706233,1284,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1322 ARGYLE AVE,012,Upton,Demo Complete,11,G,32145,0393 012
1416400.15540414,595015.375181392,1285,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1324 ARGYLE AVE,013,Upton,Demo Complete,11,G,32146,0393 013
1416390.57865164,595024.947996899,1286,0393,Final/Full Demo Complete,2015/08/13 14:17:00+00,,1489,47,1,,,2016/09/21 00:00:00+00,N,2016/06/29 00:00:00+00,2017/08/16 00:00:00+00,1326 ARGYLE AVE,014,Upton,Demo Complete,11,G,32147,0393 014
1416329.52726455,595092.071878389,1287,0393,Final/Full Demo Complete,2015/08/13 14:19:00+00,,1490,47,1,,,2017/07/31 00:00:00+00,N,2016/09/22 00:00:00+00,2017/10/23 00:00:00+00,1340 ARGYLE AVE,021,Upton,Demo Complete,11,G,32158,0393 021
1416316.13030972,595151.427074641,1288,0393,Final/Full Demo Complete,2015/08/13 14:19:00+00,,1490,47,1,,,2017/07/31 00:00:00+00,N,2016/09/22 00:00:00+00,2017/10/23 00:00:00+00,1342 ARGYLE AVE,022,Upton,Demo Complete,11,G,32159,0393 022
1416304.88951856,595139.988121137,1289,0393,Final/Full Demo Complete,2015/08/13 14:19:00+00,,1490,47,1,,,2017/07/31 00:00:00+00,N,2016/09/22 00:00:00+00,2017/10/23 00:00:00+00,635 W LAFAYETTE AVE,023,Upton,Demo Complete,11,G,32160,0393 023
1416292.73895231,595127.789326638,1290,0393,Final/Full Demo Complete,2015/08/13 14:19:00+00,,1490,47,1,,,2017/07/31 00:00:00+00,N,2016/09/22 00:00:00+00,2017/10/23 00:00:00+00,637 W LAFAYETTE AVE,024,Upton,Demo Complete,11,G,32161,0393 024
1416167.44589581,594938.482946724,1291,0393,Final/Full Demo Complete,2015/10/15 14:06:00+00,,358,47,,,,2015/07/28 00:00:00+00,,2015/07/06 00:00:00+00,2015/10/14 00:00:00+00,1337 MYRTLE AVE,039,Upton,Demo Complete,11,G,32178,0393 039
1416182.53772914,594929.61386998,1292,0393,Final/Full Demo Complete,2015/10/15 14:05:00+00,,358,47,,,,2015/07/28 00:00:00+00,,2015/07/06 00:00:00+00,2015/10/14 00:00:00+00,1335 MYRTLE AVE,040,Upton,Demo Complete,11,G,32179,0393 040
1416189.90615273,594916.20444797,1293,0393,Final/Full Demo Complete,2015/10/15 14:05:00+00,,358,47,,,,2015/07/28 00:00:00+00,,2015/07/06 00:00:00+00,2015/10/14 00:00:00+00,1333 MYRTLE AVE,041,Upton,Demo Complete,11,G,32180,0393 041
1416198.20567681,594907.780908391,1294,0393,Final/Full Demo Complete,2015/10/15 14:01:00+00,,358,47,,,,2015/07/28 00:00:00+00,,2015/07/06 00:00:00+00,2015/10/14 00:00:00+00,1331 MYRTLE AVE,041A,Upton,Demo Complete,11,G,32181,0393 041A
1416271.1031688,594880.364952728,1295,0393,Final/Full Demo Complete,2016/12/29 23:09:00+00,,2494,90,,,,2016/12/15 00:00:00+00,,2017/06/26 00:00:00+00,2017/07/13 00:00:00+00,1323 MYRTLE AVE,045,Upton,Demo Complete,11,G,32190,0393 045
1416282.20813347,594869.172717899,1296,0393,Final/Full Demo Complete,2016/12/29 23:08:00+00,,2494,90,,,,2016/12/15 00:00:00+00,,2017/06/26 00:00:00+00,2017/07/13 00:00:00+00,1321 MYRTLE AVE,046,Upton,Demo Complete,11,G,32191,0393 046
1416304.21760389,594846.600584567,1297,0393,Final/Full Demo Complete,,,8608,90,,,,2023/04/08 00:00:00+00,,2023/04/24 00:00:00+00,2023/06/20 00:00:00+00,1317 MYRTLE AVE,048,Upton,Demo Complete,11,G,32193,0393 048
1416315.43346073,594835.051395059,1298,0393,Final/Full Demo Complete,,,8608,90,,,,2023/04/08 00:00:00+00,,2023/04/24 00:00:00+00,2023/06/20 00:00:00+00,1315 MYRTLE AVE,049,Upton,Demo Complete,11,G,32194,0393 049
